problem.name;solver.name;randomGenerator.seed;n.iterations;n.evals;n.births;elapsed.secs;all→size;firsts→size;lasts→size;all→each[genotype]→uniqueness;all→each[solution]→uniqueness;all→each[quality]→uniqueness;"all→percentile[quality→first.agent.velocity.x;100]→solution→grid.h→[f.gridFitW(), f.gridFitH(), f.gridString(byRows = true; elementF = f.mapper(map = m.sMap(keys = [h; s; avsin; ahsin; asin; acos]; values = [f; g; b; a; c; d])); yMirror = true)]";"all→percentile[quality→first.agent.velocity.x;75]→solution→grid.h→[f.gridFitW(), f.gridFitH(), f.gridString(byRows = true; elementF = f.mapper(map = m.sMap(keys = [h; s; avsin; ahsin; asin; acos]; values = [f; g; b; a; c; d])); yMirror = true)]";"all→percentile[quality→first.agent.avg.power;50]→solution→grid.h→[f.gridFitW(), f.gridFitH(), f.gridString(byRows = true; elementF = f.mapper(map = m.sMap(keys = [h; s; avsin; ahsin; asin; acos]; values = [f; g; b; a; c; d])); yMirror = true)]";"all→percentile[quality→first.agent.avg.power;25]→solution→grid.h→[f.gridFitW(), f.gridFitH(), f.gridString(byRows = true; elementF = f.mapper(map = m.sMap(keys = [h; s; avsin; ahsin; asin; acos]; values = [f; g; b; a; c; d])); yMirror = true)]"
locomotion[flat];grammar-worm;5;200;20000;20000;1.74887e+02;100;100;100;1.00000e+00;1.00000e+00;1.10000e-01;"{2;3}{c;b;a;d;a;f}";"{1;1}{f}";"{1;1}{f}";"{1;1}{f}"
locomotion[flat];grammar-worm;6;200;20000;20000;2.03828e+02;100;100;100;1.00000e+00;1.00000e+00;1.90000e-01;"{2;3}{c;b;d;b;b;a}";"{1;1}{f}";"{1;1}{f}";"{1;1}{f}"
locomotion[flat];grammar-worm;7;200;20000;20000;1.86865e+02;100;100;100;1.00000e+00;1.00000e+00;1.20000e-01;"{2;3}{a;a;b;c;b;a}";"{13;1}{c;b;d;b;a;a;a;a;g;c;f;a;d}";"{13;1}{c;b;d;c;a;a;a;a;g;d;f;g;a}";"{13;1}{c;b;d;b;a;a;g;d;d;d;f;a;d}"
locomotion[flat];grammar-worm;8;200;20000;20000;1.56560e+02;100;100;100;1.00000e+00;1.00000e+00;8.00000e-02;"{2;3}{c;b;f;b;c;f}";"{1;1}{g}";"{1;1}{g}";"{1;1}{g}"
locomotion[flat];grammar-worm;9;200;20000;20000;1.78033e+02;100;100;100;1.00000e+00;1.00000e+00;1.20000e-01;"{2;3}{d;a;b;a;d;a}";"{11;1}{d;g;b;b;f;f;f;b;f;f;b}";"{11;1}{d;g;b;b;g;f;f;b;f;b;f}";"{11;1}{d;g;b;b;g;f;f;b;f;f;b}"
locomotion[flat];grammar-worm;11;200;20000;20000;1.68875e+02;100;100;100;1.00000e+00;1.00000e+00;1.40000e-01;"{3;3}{f;a;a;b;d;c;c;b;a}";"{1;1}{g}";"{1;1}{g}";"{1;1}{g}"
locomotion[flat];grammar-worm;12;200;20000;20000;1.70141e+02;100;100;100;1.00000e+00;1.00000e+00;1.10000e-01;"{3;3}{b;a;a;d;b;c;b;a;a}";"{1;1}{g}";"{12;1}{c;g;c;b;d;d;f;c;b;b;a;f}";"{12;1}{c;g;c;b;d;d;f;c;b;b;a;b}"
locomotion[flat];grammar-worm;10;200;20000;20000;2.20700e+02;100;100;100;1.00000e+00;1.00000e+00;1.10000e-01;"{2;3}{g;a;b;a;c;a}";"{1;1}{g}";"{1;1}{f}";"{1;1}{g}"
locomotion[flat];grammar-worm;13;200;20000;20000;1.78469e+02;100;100;100;1.00000e+00;1.00000e+00;9.00000e-02;"{2;3}{c;b;f;b;c;f}";"{14;1}{d;a;d;a;a;d;f;b;c;b;c;a;a;a}";"{14;1}{d;a;d;b;d;d;f;b;d;b;c;a;a;a}";"{14;1}{d;a;d;a;b;d;f;b;c;b;c;a;a;a}"
locomotion[flat];grammar-worm;15;200;20000;20000;1.38149e+02;100;100;100;1.00000e+00;1.00000e+00;9.00000e-02;"{2;3}{b;a;b;c;f;c}";"{1;1}{f}";"{1;1}{f}";"{1;1}{f}"
locomotion[flat];grammar-worm;14;200;20000;20000;1.83569e+02;100;100;100;1.00000e+00;1.00000e+00;1.10000e-01;"{2;3}{b;a;b;c;c;b}";"{11;1}{d;b;f;c;b;b;g;a;a;d;c}";"{11;1}{d;b;f;c;b;b;g;a;a;a;c}";"{11;1}{d;b;b;c;b;f;g;a;d;a;c}"
locomotion[flat];grammar-worm;16;200;20000;20000;2.41696e+02;100;100;100;1.00000e+00;1.00000e+00;1.50000e-01;"{2;3}{g;b;a;b;a;d}";"{1;1}{g}";"{1;1}{g}";"{1;1}{g}"
locomotion[flat];grammar-worm;17;200;20000;20000;2.15449e+02;100;100;100;1.00000e+00;1.00000e+00;2.10000e-01;"{2;3}{g;a;b;c;b;a}";"{1;1}{f}";"{1;1}{f}";"{1;1}{f}"
locomotion[flat];grammar-worm;18;200;20000;20000;2.07314e+02;100;100;100;1.00000e+00;1.00000e+00;1.10000e-01;"{2;3}{f;a;b;c;b;a}";"{1;1}{g}";"{1;1}{f}";"{1;1}{f}"
locomotion[flat];grammar-worm;19;200;20000;20000;1.91483e+02;100;100;100;1.00000e+00;1.00000e+00;1.40000e-01;"{2;3}{g;a;b;c;c;a}";"{13;1}{d;f;b;g;b;a;g;a;c;f;b;g;b}";"{13;1}{d;f;b;g;c;a;g;a;b;b;g;g;b}";"{13;1}{d;f;b;g;d;a;g;a;c;f;f;g;b}"
locomotion[flat];grammar-worm;20;200;20000;20000;1.85357e+02;100;100;100;1.00000e+00;1.00000e+00;1.00000e-01;"{2;3}{a;a;b;c;g;a}";"{11;1}{c;a;g;b;f;g;a;c;b;a;a}";"{11;1}{c;a;g;b;f;g;a;c;b;a;d}";"{11;1}{c;a;g;b;f;a;a;c;b;a;d}"
locomotion[flat];grammar-worm;21;200;20000;20000;1.87656e+02;100;100;100;1.00000e+00;1.00000e+00;1.10000e-01;"{2;3}{b;a;b;c;f;c}";"{16;1}{d;b;c;c;d;f;g;c;b;d;c;c;a;b;c;f}";"{16;1}{d;b;c;c;d;f;g;c;f;d;b;c;a;b;c;f}";"{16;1}{d;b;c;c;d;f;g;c;f;d;b;c;a;b;c;f}"
locomotion[flat];grammar-worm;22;200;20000;20000;2.12334e+02;100;88;12;1.00000e+00;1.00000e+00;2.50000e-01;"{2;3}{g;a;b;c;d;a}";"{2;3}{f;a;g;f;d;f}";"{2;3}{f;a;g;f;d;f}";"{2;3}{f;b;g;f;d;f}"
locomotion[flat];grammar-worm;23;200;20000;20000;2.23093e+02;100;100;100;1.00000e+00;1.00000e+00;1.40000e-01;"{2;3}{f;a;b;c;b;a}";"{1;1}{f}";"{1;1}{f}";"{1;1}{f}"
locomotion[flat];grammar-worm;24;200;20000;20000;2.24773e+02;100;100;100;1.00000e+00;1.00000e+00;1.30000e-01;"{3;3}{f;c;b;a;a;b;d;g;f}";"{11;3}{a;b;a;c;a;a;f;b;b;f;a;g;g;c;a;g;c;c;f;g;c;f;d;g;f;a;g;b;a;c;b;g;b}";"{11;3}{d;b;a;b;a;a;f;b;f;f;a;g;a;c;a;g;b;c;f;g;c;f;d;g;f;a;g;b;a;c;f;g;b}";"{11;3}{d;b;a;b;a;a;f;b;b;f;b;g;g;c;a;g;c;c;f;g;c;f;d;g;f;a;g;b;a;c;f;g;b}"
locomotion[flat];grammar-worm;26;200;20000;20000;1.76770e+02;100;100;100;1.00000e+00;1.00000e+00;9.00000e-02;"{3;3}{d;a;a;f;d;a;b;c;a}";"{12;1}{c;f;f;d;f;f;f;b;a;c;c;b}";"{12;1}{c;f;b;d;f;f;g;b;a;c;c;b}";"{12;1}{c;f;b;d;f;f;f;b;a;c;c;b}"
locomotion[flat];grammar-worm;25;200;20000;20000;2.08795e+02;100;100;100;1.00000e+00;1.00000e+00;1.10000e-01;"{2;3}{b;a;b;c;a;d}";"{1;1}{g}";"{1;1}{g}";"{1;1}{g}"
locomotion[flat];grammar-worm;27;200;20000;20000;1.81535e+02;100;100;100;1.00000e+00;1.00000e+00;8.00000e-02;"{2;3}{g;a;b;c;c;g}";"{1;1}{g}";"{1;1}{g}";"{1;1}{g}"
locomotion[flat];grammar-worm;28;200;20000;20000;1.73277e+02;100;100;100;1.00000e+00;1.00000e+00;1.90000e-01;"{2;3}{d;a;b;a;d;a}";"{1;1}{f}";"{1;1}{f}";"{1;1}{f}"
locomotion[flat];grammar-worm;29;200;20000;20000;1.20747e+02;100;100;100;1.00000e+00;1.00000e+00;1.10000e-01;"{2;3}{c;b;g;d;c;b}";"{1;1}{f}";"{1;1}{f}";"{1;1}{f}"
locomotion[flat];grammar-worm;30;200;20000;20000;1.27365e+02;100;100;100;1.00000e+00;1.00000e+00;1.20000e-01;"{2;3}{c;a;b;c;d;a}";"{1;1}{f}";"{1;1}{f}";"{1;1}{f}"
